cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
tamil nadu_700000.0_constructionofcommunityce,tamil nadu,40,13,10,26,700000.0,160046; 163924; 163926; 163927; 180632,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_700000.0_naconstructionofbusshedso,tamil nadu,40,14,13,0,700000.0,160934; 203785; 204063; 225778; 233203,NA-Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_100000.0_purchaseofbooksandperiodi,chhattisgarh,40,1,1,1,100000.0,164589; 164590; 164591; 164592; 164593,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_249000.0_purchaseofmobilewatertank,uttar pradesh,40,1,1,1,249000.0,186242; 186243; 186244; 186245; 186246,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_250000.0_purchaseofbooksandperiodi,jharkhand,40,1,1,1,250000.0,193069; 193070; 193071; 193072; 193073,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_300000.0_installingtubewellsandbor,chhattisgarh,40,4,4,17,300000.0,207588; 207590; 225210; 225211; 225216,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_179000.0_napurchaseofmobilewaterta,madhya pradesh,40,1,1,0,179000.0,273805; 273807; 273808; 273810; 273812,NA-Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_71000.0_developmentofpublicparks,punjab,40,1,1,3,71000.0,14521; 14522; 14549; 14622; 14624,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_250000.0_settingupoflaboratories,odisha,40,1,1,9,250000.0,62336; 62337; 62338; 62339; 62340,Setting up of laboratories,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_565000.0_lightingofpublicspaces,uttar pradesh,40,1,1,1,565000.0,65691; 65692; 65693; 65694; 65695,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_97000.0_fittingofsittingrccbenche,gujarat,40,1,1,40,97000.0,99771; 99774; 100039; 107657; 107692,Fitting of Sitting RCC Benches in Public Places,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_164000.0_lightingofpublicspaces,kerala,40,3,3,3,164000.0,125547; 125571; 125860; 125885; 126081,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_800000.0_constructionofroadslinkro,bihar,39,18,15,17,800000.0,12726; 149799; 156342; 236728; 160028,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_1000000.0_naconstructionofcommunity,assam,39,12,8,0,1000000.0,140247; 182296; 226360; 231111; 249771,NA-Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_496000.0_constructionofroadslinkro,bihar,39,18,16,29,496000.0,141554; 221661; 221704; 221735; 223726,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_1000000.0_constructionofboundarywal,maharashtra,39,19,15,30,1000000.0,142042; 147449; 147450; 147451; 163498,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_300000.0_constructionofroadslinkro,uttar pradesh,39,10,9,11,300000.0,224034; 147517; 154064; 204709; 204710,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_500000.0_crematoriumsenergyefficie,punjab,39,13,10,30,500000.0,227819; 241124; 268735; 273484; 274842,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_800000.0_constructionofroomsandhal,rajasthan,39,14,12,29,800000.0,234962; 164518; 164524; 164525; 165004,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_246000.0_constructionofroadslinkro,gujarat,39,9,8,28,246000.0,133550; 133553; 133556; 133558; 133562,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_1000000.0_constructionofcommunityce,haryana,39,11,7,28,1000000.0,135794; 154051; 178952; 184500; 193196,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_600000.0_constructionofroadslinkro,west bengal,39,15,13,15,600000.0,137230; 139242; 139732; 139733; 139740,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_1000000.0_constructionofbusshedsorb,tamil nadu,39,18,14,32,1000000.0,137444; 155943; 161788; 161794; 161845,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_474000.0_purchaseofbooksandperiodi,bihar,39,1,1,1,474000.0,152997; 152998; 152999; 153000; 153089,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_171000.0_lightingofpublicspaces,kerala,39,5,5,4,171000.0,160958; 160967; 160977; 160978; 160979,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_140000.0_installingtubewellsandbor,telangana,39,2,2,1,140000.0,161437; 161511; 161512; 161513; 161568,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_100000.0_renovationofpondsandlakes,jharkhand,39,1,1,1,100000.0,198887; 198888; 198890; 198892; 198893,Renovation of ponds and lakes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_100000.0_constructionofbuildingsfo,jharkhand,39,1,1,1,100000.0,209075; 209076; 209077; 209078; 209091,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_150000.0_nastreetlights,gujarat,39,2,2,0,150000.0,216779; 293096; 293098; 293100; 293102,NA-Street lights,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_247000.0_constructionofroadslinkro,bihar,39,4,4,8,247000.0,9976; 9977; 10061; 10135; 55445,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_65000.0_installinghandpumps,bihar,39,1,1,4,65000.0,20451; 70539; 70540; 70541; 70542,Installing hand pumps,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_25000.0_purchaseofbooksforpublicl,tamil nadu,39,2,2,2,25000.0,39317; 39318; 39671; 39672; 39673,Purchase of books for public libraries/ digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_418000.0_lightingofpublicspaces,west bengal,39,2,2,14,418000.0,49199; 49202; 49205; 49206; 49208,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_700000.0_constructionofroadslinkro,madhya pradesh,38,15,11,37,700000.0,34556; 84228; 143827; 162503; 185881,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_300000.0_installationofmultigymequ,punjab,38,12,7,18,300000.0,80676; 80681; 80684; 212983; 268741,Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
punjab_100000.0_constructionofcommunityce,punjab,38,10,7,25,100000.0,128066; 213249; 141708; 207966; 208082,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_998000.0_constructionofroadslinkro,maharashtra,38,19,14,34,998000.0,135957; 147472; 158720; 163996; 167194,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_500000.0_naconstructionofroomsandh,uttar pradesh,38,20,14,0,500000.0,141826; 251887; 277824; 277826; 282704,NA-Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_217000.0_lightingofpublicspaces,kerala,38,3,2,2,217000.0,198093; 134092; 142329; 149132; 188961,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
assam_250000.0_constructionofroadslinkro,assam,38,5,5,37,250000.0,223224; 153996; 161247; 163852; 163860,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_174000.0_nalightingofpublicspaces,uttar pradesh,38,4,3,0,174000.0,288194; 288195; 288196; 288197; 288198,NA-Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_300000.0_naconstructionofroadslink,kerala,38,7,6,0,300000.0,288729; 288869; 292512; 302478; 182695,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_218000.0_lightingofpublicspaces,kerala,38,3,2,3,218000.0,134094; 142060; 142062; 142064; 142066,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_300000.0_constructionofcommunityce,rajasthan,38,8,7,26,300000.0,140154; 210666; 234257; 241315; 257624,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_699000.0_constructionofroadslinkro,maharashtra,38,15,13,32,699000.0,143979; 240864; 34542; 34599; 39031,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
